Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),40 Yard,Bench Press,Vert Leap (in)
2018,Josh Adams,Notre Dame,RB,74,213,9.25,33.75,,18,
2018,Kalen Ballage,Arizona State,RB,73,228,9.5,32.75,4.46,15,33.5
2018,Saquon Barkley,Penn State,RB,72,233,9.5,31.38,4.4,29,41
2018,Nick Chubb,Georgia,RB,71,227,9.63,32,4.52,29,38.5
2018,Lavon Coleman,Washington,RB,71,215,9.25,30.5,4.65,23,33
2018,Justin Crawford,West Virginia,RB,71,199,9.13,32,4.64,11,33.5
2018,Chase Edmonds,Fordham (NY),RB,69,205,9.13,31.13,4.55,19,34
2018,Jarvion Franklin,Western Michigan,RB,71,239,9.25,31.25,4.63,18,30
2018,Royce Freeman,Oregon,RB,71,229,9.5,32,4.54,17,34
2018,Derrius Guice,Louisiana State,RB,70,224,9.75,30.75,4.49,15,31.5
2018,Kyle Hicks,Texas Christian,RB,70,204,9.5,32.5,4.63,13,36.5
2018,Nyheim Hines,North Carolina State,RB,68,198,8.88,30.75,4.38,,35.5
2018,Justin Jackson,Northwestern,RB,72,199,9.25,30.63,4.52,13,38.5
2018,Kerryon Johnson,Auburn,RB,71,213,9.75,32.5,,11,40
2018,Ronald Jones,Southern California,RB,71,205,8.75,31.13,4.65,,36.5
2018,John Kelly,Tennessee,RB,70,216,9.38,31.38,,15,35
2018,Sony Michel,Georgia,RB,71,214,9.13,31.25,4.54,22,
2018,Ryan Nall,Oregon State,RB,74,232,10.5,31.5,4.58,15,33
2018,Rashaad Penny,San Diego State,RB,71,220,9.25,31.25,4.46,13,32.5
2018,Kamryn Pettway,Auburn,RB,72,233,9.5,31.25,4.74,22,33.5
2018,Bo Scarbrough,Alabama,RB,73,228,10.5,33.5,4.52,14,40
2018,Roc Thomas,Jacksonville State (AL),RB,70,198,9.25,31.63,4.56,16,35.5
2018,Akrum Wadley,Iowa,RB,70,194,8.25,29.5,4.54,12,32
2018,Mark Walton,Miami (FL),RB,70,202,9.25,30,4.6,18,31.5
2018,Chris Warren,Texas,RB,74,247,10,32,4.69,25,33
2018,Jordan Wilkins,Mississippi,RB,73,216,9.38,30.13,,16,36
2017,Christopher Carson,Oklahoma State,RB,72.25,218,9.63,33.25,4.58,23,37
2017,Corey Clement,Wisconsin,RB,70.25,220,9.75,30.5,4.68,19,28.5
2017,Tarik Cohen,North Carolina A&T,RB,66.38,179,10.13,29.75,4.42,11,31.5
2017,James Conner,Pittsburgh,RB,73.25,233,9.88,31.25,4.65,20,29
2017,Dalvin Cook,Florida State,RB,71.13,210,9.25,32.38,4.49,22,30.5
2017,Justin Davis,Southern California,RB,72.63,208,9.63,31,,21,
2017,Matt Dayes,North Carolina State,RB,68.63,205,10.5,30,,18,28
2017,D'Onta Foreman,Texas,RB,72.25,233,10.13,31.38,,18,
2017,Leonard Fournette,Louisiana State,RB,72.13,240,9.25,31.63,4.51,,28.5
2017,Wayne Gallman,Clemson,RB,72.25,215,9.13,32.63,4.6,21,29.5
2017,DeAngelo Henderson,Coastal Carolina (SC),RB,67.5,208,9.5,29,4.48,20,34
2017,Brian Hill,Wyoming,RB,72.63,219,8.88,31.38,4.54,15,34
2017,Elijah Hood,North Carolina,RB,71.75,232,9.38,30.38,,18,
2017,Kareem Hunt,Toledo,RB,70.5,216,9.63,31.38,4.62,18,36.5
2017,Aaron Jones,Texas-El Paso,RB,69.13,208,9.5,32.5,4.56,16,37.5
2017,Alvin Kamara,Tennessee,RB,69.75,214,9.25,32.75,4.56,15,39.5
2017,T.J. Logan,North Carolina,RB,69.13,196,9,32,4.37,17,33.5
2017,Marlon Mack,South Florida,RB,70.75,213,9,32,4.5,15,35.5
2017,Christian McCaffrey,Stanford,RB,71.25,202,9,30,4.48,10,37.5
2017,Elijah McGuire,Louisiana-Lafayette,RB,69.75,214,9,31,4.53,15,36
2017,Jeremy McNichols,Boise State,RB,68.63,214,10,31.5,4.49,,35.5
2017,Joe Mixon,Oklahoma,RB,73,226,,,,,
2017,Dare Ogunbowale,Wisconsin,RB,70.75,213,9.13,31.38,4.65,14,35
2017,Samaje Perine,Oklahoma,RB,70.63,233,10,30.38,4.65,30,33
2017,Donnel Pumphrey,San Diego State,RB,68.25,176,8.5,29,4.48,5,33.5
2017,Devine Redding,Indiana,RB,68.25,205,9.63,29.25,4.76,16,30.5
2017,Rushel Shell,West Virginia,RB,69.63,227,9.63,30,4.74,21,32.5
2017,De'Veon Smith,Michigan,RB,70.88,223,9,29.5,,22,29
2017,Jahad Thomas,Temple,RB,69.63,190,9,30.13,4.62,11,32
2016,Peyton Barber,Auburn,RB,70,228,9.38,30.25,4.64,20,32.5
2016,Devontae Booker,Utah,RB,70.75,219,8.63,31.63,,22,
2016,Tra Carson,Texas A&M,RB,71.25,227,9.25,31.5,,19,
2016,Alex Collins,Arkansas,RB,70,217,9.25,30.25,4.59,18,28.5
2016,Marshaun Coprich,Illinois State,RB,68,207,9,29.63,4.47,17,34
2016,Kenneth Dixon,Louisiana Tech,RB,70.13,215,9.5,31.38,4.56,18,37.5
2016,Kenyan Drake,Alabama,RB,72.63,210,9.75,31.75,4.45,10,34.5
2016,Ezekiel Elliott,Ohio State,RB,71.75,225,10.25,31.25,4.47,,32.5
2016,Tyler Ervin,San Jose State,RB,69.88,192,9.13,29.75,4.41,17,39
2016,Josh Ferguson,Illinois,RB,69.5,198,9,30,4.48,21,34.5
2016,Glenn Gronkowski,Kansas State,RB,74.13,239,9.5,30.75,4.71,17,33
2016,Derrick Henry,Alabama,RB,74.63,247,8.75,33,4.54,22,37
2016,Quayvon Hicks,Georgia,RB,72.88,259,9.63,31.25,,,
2016,Jordan Howard,Indiana,RB,71.88,230,9,32.25,,16,34
2016,Andy Janovich,Nebraska,RB,73,238,9.75,31.63,4.81,30,34
2016,Devon Johnson,Marshall (WV),RB,72.5,238,9.25,31.25,,,
2016,Daniel Lasco,California,RB,72.25,209,9.13,32,4.46,23,41.5
2016,Tre Madden,Southern California,RB,72.25,223,9.38,29.75,,24,
2016,Keith Marshall,Georgia,RB,71.38,219,9.38,31.63,4.31,25,30.5
2016,Paul Perkins,UCLA,RB,70.38,208,9,31.63,4.54,19,32
2016,C.J. Prosise,Notre Dame,RB,72.5,220,8.5,32.13,4.48,,35.5
2016,Wendell Smallwood,West Virginia,RB,70.5,208,9.25,30.5,4.47,14,33.5
2016,Kelvin Taylor,Florida,RB,70.25,207,8.25,29.25,4.6,15,32
2016,Shadrach Thornton,North Carolina State,RB,71.63,217,,,4.75,12,31
2016,Soma Vainuku,Southern California,RB,71.5,246,9.5,32.75,4.68,26,32
2016,Dan Vitale,Northwestern,RB,72,239,9.75,31.75,4.6,30,38.5
2016,DeAndre Washington,Texas Tech,RB,68.25,204,9,30,4.49,24,34.5
2016,Brandon Wilds,South Carolina,RB,72.75,220,,,4.54,21,36.5
2016,Jonathan Williams,Arkansas,RB,70,220,10,31.63,,16,
2015,Ameer Abdullah,Nebraska,RB,68.75,205,8.63,30,4.6,24,42.5
2015,Malcolm Agnew,Southern Illinois,RB,70,202,,,4.59,,
2015,Jay Ajayi,Boise State,RB,71.75,221,10,32,4.57,19,39
2015,Javorius Allen,Southern California,RB,72.5,221,9.38,31.75,4.53,11,35.5
2015,Cameron Artis-Payne,Auburn,RB,69.75,212,8.88,29.63,4.53,,36.5
2015,Bill Belton,Penn State,RB,69,204,,,4.55,,
2015,Joe Bergeron,Texas A&M-Commerce,RB,73,235,,,4.62,,
2015,Dominique Brown,Louisville,RB,73.88,234,9.5,32.38,4.62,17,
2015,Malcolm Brown,Texas,RB,71.38,224,10.25,32.75,4.62,19,34.5
2015,Jesse Callier,Washington,RB,70,202,,,4.53,,
2015,B.J. Catalon,Texas Christian,RB,67.38,186,9,30,4.57,,36
2015,Jawon Chisholm,Akron,RB,73,202,,,4.63,,
2015,David Cobb,Minnesota,RB,70.88,229,9.38,31.63,4.59,17,38.5
2015,Tevin Coleman,Indiana,RB,71.38,206,8.63,32,4.59,22,
2015,Tony Creecy,North Carolina State,RB,71,215,,,4.56,,
2015,John Crockett,North Dakota State,RB,71.75,217,9.75,31,4.62,15,40
2015,Mike Davis,South Carolina,RB,69.13,217,9.38,30.25,4.61,17,34
2015,Synjyn Days,Georgia Tech,RB,73,232,,,4.67,,
2015,Michael Dyer,Louisville,RB,68.5,218,9.5,30.63,4.58,26,34
2015,Jahwan Edwards,Ball State (IN),RB,69.5,220,8.88,31.63,4.8,16,35.5
2015,Melvin Gordon,Wisconsin,RB,72.63,215,9.75,32.38,4.52,19,35
2015,Corey Grant,Auburn,RB,69,201,,,4.28,,
2015,Prince-Tyson Gulley,Syracuse,RB,68,194,,,4.63,,
2015,Todd Gurley,Georgia,RB,72.63,222,10,31.5,4.52,17,
2015,Alonzo Harris,Louisiana-Lafayette,RB,73,243,,,4.56,,
2015,Dee Hart,Colorado State,RB,67.5,199,9,29.75,4.8,,33
2015,Braylon Heard,Kentucky,RB,69.63,198,9,30.25,4.63,19,30.5
2015,Joe Hill,Utah State,RB,70,183,,,4.3,,
2015,Keshawn Hill,Sam Houston State (TX),RB,70,211,,,4.59,,
2015,Nick Hill,Michigan State,RB,68,197,,,4.4,,
2015,Kenny Hilliard,Louisiana State,RB,71.63,226,9.25,31.25,4.83,,27
2015,Akeem Hunt,Purdue,RB,69,189,,,4.38,,
2015,Jordon James,UCLA,RB,68,194,,,4.43,,
2015,David Johnson,Northern Iowa,RB,72.63,224,9.63,31.25,4.5,25,41.5
2015,Duke Johnson,Miami (FL),RB,69.13,207,9.25,30.38,4.54,,33.5
2015,Gus Johnson,Stephen F. Austin (TX),RB,69.63,215,9.13,29.63,4.7,26,36.5
2015,Matt Jones,Florida,RB,74.38,231,8.63,32,4.61,20,31.5
2015,Terris Jones-Grigsby,Arizona,RB,67,198,,,4.56,,
2015,Marlin Lane,Tennessee,RB,71,210,,,4.59,,
2015,Jeremy Langford,Michigan State,RB,71.63,208,8.75,31.5,4.42,,34.5
2015,Terrence Magee,Louisiana State,RB,68.5,213,9,30,4.57,22,37
2015,Venric Mark,West Texas A&M,RB,67,175,,,4.38,,
2015,Lyle McCombs,Rhode Island,RB,68,171,,,4.57,,
2015,Raheem Mostert,Purdue,RB,71,190,,,4.34,,
2015,Marcus Murphy,Missouri,RB,68,193,8.63,31,4.61,11,29
2015,Kevin Parks,Virginia,RB,66,201,,,4.53,,
2015,Thomas Rawls,Central Michigan,RB,69,215,9.5,30.75,4.65,15,35.5
2015,Josh Robinson,Mississippi State,RB,67.88,217,10.13,29.75,4.7,21,32
2015,Dreamius Smith,West Virginia,RB,71,217,,,4.59,,
2015,Terron Ward,Oregon State,RB,67,197,,,4.49,,
2015,Terrell Watson,Azusa Pacific (CA),RB,73,239,,,4.59,,
2015,Brandon Wegher,Morningside (IA),RB,70,214,,,4.52,,
2015,Karlos Williams,Florida State,RB,72.75,230,9.75,33,4.48,16,33.5
2015,Kenny Williams,Texas Tech,RB,69,225,,,4.58,,
2015,Trey Williams,Texas A&M,RB,67.5,195,8.25,29.88,4.49,18,33.5
2015,T.J. Yeldon,Alabama,RB,73,226,9,31.63,4.61,22,36
2014,Antonio Andrews,Western Kentucky,RB,70.13,225,9.5,31.25,4.82,20,29.5
2014,George Atkinson,Notre Dame,RB,73.38,218,9.38,33.25,4.48,19,38
2014,Kapri Bibbs,Colorado State,RB,69.38,212,8.5,31.38,4.67,24,29
2014,Alfred Blue,Louisiana State,RB,74.38,223,9.88,32.38,4.63,13,32
2014,KaDeem Carey,Arizona,RB,69.38,207,9.5,31.75,4.7,19,32.5
2014,Tim Cornett,Nevada Las Vegas,RB,72.25,209,9.25,31,4.48,,34.5
2014,Isaiah Crowell,Alabama State,RB,71,224,9.25,31.38,4.57,23,38
2014,Tim Flanders,Sam Houston State (TX),RB,68.63,207,,,4.75,20,32
2014,David Fluellen,Toledo,RB,71.13,224,9.13,33.38,4.72,,36.5
2014,Devonta Freeman,Florida State,RB,68.25,206,9.63,29.38,4.58,,31.5
2014,Tyler Gaffney,Stanford,RB,71.5,220,9,30.25,4.49,,36.5
2014,Jeremy Hill,Louisiana State,RB,72.63,233,10.38,32.63,4.56,20,29
2014,Carlos Hyde,Ohio State,RB,71.88,230,9.63,32,4.62,19,34.5
2014,Storm Johnson,Central Florida,RB,71.63,209,9.5,32,4.6,16,35.5
2014,Henry Josey,Missouri,RB,68.13,194,9.5,30.25,4.43,20,34.5
2014,Tre Mason,Auburn,RB,68.5,207,9,30,4.5,,38.5
2014,Jerick McKinnon,Georgia Southern,RB,68.88,209,8.63,30.25,4.41,32,40.5
2014,LaDarius Perkins,Mississippi State,RB,67.38,195,9.63,31,4.46,23,35.5
2014,Silas Redd,Southern California,RB,69.75,212,9,30.75,4.7,18,37
2014,Bishop Sankey,Washington,RB,69.5,209,10,31,4.49,26,35.5
2014,Lache Seastrunk,Baylor,RB,69.5,201,9.25,30,4.51,15,41.5
2014,Charles Sims,West Virginia,RB,72,214,8.25,31,4.48,17,37.5
2014,Jerome Smith,Syracuse,RB,71.13,220,9.75,30.88,4.84,14,36
2014,Lorenzo Taliaferro,Coastal Carolina (SC),RB,72.25,229,8.38,32,4.58,18,33
2014,DeAnthony Thomas,Oregon,RB,68.63,174,8.13,29.88,4.5,8,32
2014,Terrance West,Towson (MD),RB,69.25,225,9.13,31,4.56,16,33.5
2014,James White,Wisconsin,RB,69.13,204,8.25,29.25,4.57,23,32
2014,James Wilder,Florida State,RB,74.63,232,9.75,32,4.86,18,35
2014,Andre Williams,Boston College,RB,71.38,230,,,4.56,,38
2014,Damien Williams,Oklahoma,RB,71,222,9.13,30.63,4.45,16,35.5
2013,C.J. Anderson,California,RB,68.13,224,9.08,30,4.6,17,32
2013,Montee Ball,Wisconsin,RB,70.5,214,9.08,32.63,4.66,15,32
2013,Kenjon Barner,Oregon,RB,69.25,196,9.18,29.63,4.52,20,35.5
2013,Le'Veon Bell,Michigan State,RB,73.38,230,9.58,,4.6,24,31.5
2013,Giovani Bernard,North Carolina,RB,68.38,202,9.38,28,4.53,19,33.5
2013,Rex Burkhead,Nebraska,RB,70.25,214,9.68,30.88,4.73,21,39
2013,Knile Davis,Arkansas,RB,71.38,227,8.58,29.75,4.37,31,33.5
2013,Andre Ellington,Clemson,RB,69.25,199,9.38,31,4.61,,34
2013,Michael Ford,Louisiana State,RB,69.5,210,9.08,30.38,4.5,25,38.5
2013,Johnathan Franklin,UCLA,RB,70,205,9.38,30,4.49,18,31.5
2013,Mike Gillislee,Florida,RB,71.13,208,9.38,31.13,4.55,15,30.5
2013,Ray Graham,Pittsburgh,RB,69.13,199,9.58,30.25,4.8,18,32.5
2013,D.J. Harper,Boise State,RB,69.13,211,10.28,31,4.52,23,33.5
2013,Montel Harris,Temple,RB,68.25,208,9.38,30.5,4.68,19,32.5
2013,Mike James,Miami (FL),RB,70.5,223,9.68,31.63,4.53,28,35
2013,Jawan Jamison,Rutgers,RB,67.38,203,8.38,29,4.68,20,29
2013,Stefphon Jefferson,Nevada,RB,70.5,213,9.18,30.25,4.68,15,31
2013,Eddie Lacy,Alabama,RB,73,220,9.48,31,4.55,,
2013,Marcus Lattimore,South Carolina,RB,71,219,,,4.65,,
2013,Miguel Maysonet,Stony Brook (NY),RB,69,209,8.48,29.38,4.54,20,
2013,Onterio McCalebb,Auburn,RB,70.25,168,9.08,31,4.34,,34
2013,Christine Michael,Texas A&M,RB,70,220,9.38,31.5,4.54,27,43
2013,Joseph Randle,Oklahoma State,RB,72,204,8.68,31.75,4.63,,35
2013,Theo Riddick,Notre Dame,RB,70.13,201,8.68,30,4.68,,32
2013,Robbie Rouse,Frenso State (CA),RB,65.75,190,9.28,28.38,4.8,15,34
2013,Zac Stacy,Vanderbilt,RB,68.38,216,8.58,30.25,4.55,27,33
2013,Stepfan Taylor,Stanford,RB,69.13,214,8.58,30.13,4.76,17,30
2013,Chris Thompson,Florida State,RB,67.13,192,9.28,30.25,4.42,21,
2013,Matthew Tucker,Texas Christian,RB,72.38,221,9.28,30.25,4.55,17,35.5
2013,Kerwynn Williams,Utah State,RB,68.13,196,9.18,29.75,4.48,17,35
2013,George Winn,Cincinnati,RB,70.5,218,9.78,30.88,4.75,22,34.5
2013,Cierre Wood,Notre Dame,RB,71,213,8.58,30.88,4.56,16,37.5
2012,Edwin Baker,Michigan State,RB,68,204,8.13,29.63,4.44,20,35
2012,Mike Ball,Nevada,RB,68.5,206,9.13,31,4.54,21,36
2012,Vick Ballard,Mississippi State,RB,70.25,219,9.5,31.75,4.59,23,33
2012,Brandon Bolden,Mississippi,RB,70.88,222,10,32.25,4.55,21,38
2012,Lennon Creer,Louisiana Tech,RB,71.38,219,9.25,31.5,4.67,21,33.5
2012,Terrance Ganaway,Baylor,RB,71.5,239,9.25,31.63,4.61,,37.5
2012,Cyrus Gray,Texas A&M,RB,70.38,206,9.13,29.5,4.4,21,32.5
2012,Jonas Gray,Notre Dame,RB,69.75,223,10,31.38,4.58,20,
2012,Jewel Hampton,Southern Illinois,RB,68.63,218,9.63,31,4.56,26,
2012,Dan Herron,Ohio State,RB,69.75,213,9,32,4.57,22,35
2012,Ronnie Hillman,San Diego State,RB,68.75,200,8.5,30,4.42,17,37
2012,LaMichael James,Oregon,RB,68,194,9,30.25,4.35,15,35
2012,Doug Martin,Boise State,RB,69.25,223,9,30.5,4.46,28,36
2012,Davin Meggett,Maryland,RB,68.25,211,9.5,30.13,4.5,23,35
2012,Lamar Miller,Miami (FL),RB,70.75,212,9.25,31.38,4.34,,33
2012,Alfred Morris,Florida Atlantic,RB,69.88,219,10.25,31.38,4.63,16,35.5
2012,Isaiah Pead,Cincinnati,RB,70.13,197,8.63,31,4.39,,33
2012,Bernard Pierce,Temple,RB,72.25,218,9.25,31.5,4.45,17,36.5
2012,Chris Polk,Washington,RB,70.5,215,9.75,31.5,4.52,,31.5
2012,Tauren Poole,Tennessee,RB,70,205,8,29.75,4.48,24,34
2012,Chris Rainey,Florida,RB,68.38,180,9.5,30.75,4.36,16,36.5
2012,Daryl Richardson,Abilene Christian (TX),RB,70,192,,,4.47,,
2012,Trent Richardson,Alabama,RB,69.25,228,9.5,30.25,4.49,,
2012,Darrell Scott,South Florida,RB,72.13,231,8.25,32,4.68,,31.5
2012,Michael Smith,Utah State,RB,69,207,,,4.36,,
2012,Robert Turbin,Utah State,RB,70,222,9.75,31,4.42,28,36
2012,Marc Tyler,Southern California,RB,70.63,219,9.5,32,4.7,19,30.5
2012,Foswhitt Whittaker,Texas,RB,69,193,9.25,,4.49,20,
2012,David Wilson,Virginia Tech,RB,70,206,9.38,30.25,4.38,,41
2011,Anthony Allen,Georgia Tech,RB,72.75,228,9.63,30.38,4.56,24,41.5
2011,Armando Allen,Notre Dame,RB,68.25,199,8.75,30.25,4.52,23,
2011,Matt Asiata,Utah,RB,71,229,9.5,30.13,4.77,22,30
2011,Damien Berry,Miami (FL),RB,70.25,211,9.38,32.25,4.58,23,33.5
2011,Allen Bradford,Southern California,RB,70.88,242,9.38,32.13,4.53,28,29
2011,Delone Carter,Syracuse,RB,68.63,222,9.5,31,4.54,27,37
2011,John Clay,Wisconsin,RB,72.5,230,8.75,31,4.83,,29
2011,Graig Cooper,Miami (FL),RB,70,205,9.5,31.75,4.6,18,
2011,Noel Devine,West Virginia,RB,67.5,179,8.63,29.25,4.34,24,
2011,Shaun Draughn,North Carolina,RB,70.88,213,10,31,4.73,21,34
2011,Darren Evans,Virginia Tech,RB,72,227,9.75,31.75,4.56,26,35
2011,Mario Fannin,Auburn,RB,70.38,231,9.5,30.75,4.37,21,37.5
2011,Alex Green,Hawaii,RB,72.25,225,9.13,32,4.45,20,34
2011,Jamie Harper,Clemson,RB,71.38,233,8.88,30.38,4.53,24,36.5
2011,Roy Helu,Nebraska,RB,71.5,219,10.25,31.38,4.4,11,36.5
2011,Kendall Hunter,Oklahoma State,RB,67.25,199,8.75,31,4.46,24,35
2011,Mark Ingram,Alabama,RB,69.13,215,9.5,30.75,4.62,21,31.5
2011,Taiwan Jones,Eastern Washington,RB,71.63,194,8.75,29.5,4.53,13,32
2011,Mikel Leshoure,Illinois,RB,71.63,227,9.5,32.63,4.56,21,38
2011,Dion Lewis,Pittsburgh,RB,66.63,193,8.75,28.13,4.56,17,34.5
2011,Derrick Locke,Kentucky,RB,68.25,188,9,28.88,4.37,16,37.5
2011,DeMarco Murray,Oklahoma,RB,71.63,213,9.25,32,4.37,21,34.5
2011,Bilal Powell,Louisville,RB,70.5,207,8.75,30.88,4.52,18,
2011,Stevan Ridley,Louisiana State,RB,71.25,225,9.25,31.88,4.65,18,36
2011,Jacquizz Rodgers,Oregon State,RB,65.88,196,8.88,30.5,4.59,,33
2011,Evan Royster,Penn State,RB,71.63,212,9.25,30.75,4.65,20,34
2011,Brandon Saine,Ohio State,RB,71.25,220,9.25,30.63,4.4,22,34.5
2011,Da'Rel Scott,Maryland,RB,71,211,9,32.5,4.4,19,34
2011,Vai Taua,Nevada,RB,69.5,213,9.25,31.13,4.65,20,34.5
2011,Daniel Thomas,Kansas State,RB,72.25,230,9,32.38,4.63,21,
2011,Jordan Todman,Connecticut,RB,68.88,203,9.38,32,4.4,25,38
2011,Shane Vereen,California,RB,70.25,210,9,30.63,4.49,31,34
2011,Johnny White,North Carolina,RB,69.88,209,9.13,30,4.5,,32.5
2011,Ryan Williams,Virginia Tech,RB,69,212,9,30.75,4.59,19,40
2010,Joique Bell,Wayne State (MI),RB,71.25,220,9,31.5,4.68,,36.5
2010,Jahvid Best,California,RB,70.13,199,,,4.34,18,32.5
2010,LeGarrette Blount,Oregon,RB,72.5,241,10,33.5,4.7,18,35
2010,Chris Brown,Oklahoma,RB,70.38,210,9.13,29,4.55,17,36
2010,Andre Dixon,Connecticut,RB,72.75,205,10.13,32.25,4.56,,40
2010,Anthony Dixon,Mississippi State,RB,72.75,233,,,4.67,15,33
2010,Jonathan Dwyer,Georgia Tech,RB,71.25,229,8.63,31,4.64,15,33
2010,Toby Gerhart,Stanford,RB,72,231,,,4.5,22,38
2010,Montario Hardesty,Tennessee,RB,71.75,225,,,4.49,21,41
2010,Brandon James,Florida,RB,67,186,8.75,29.75,4.47,14,
2010,Javarris James,Miami (FL),RB,73,215,,,4.58,21,36
2010,Stafon Johnson,Southern California,RB,70.88,214,8.75,30.38,4.62,13,35.5
2010,Darius Marshall,Marshall (WV),RB,69.25,190,9,30.75,4.59,14,35.5
2010,Ryan Mathews,Frenso State (CA),RB,71.63,218,,,4.37,19,36
2010,Joe McKnight,Southern California,RB,71.38,198,,,4.4,18,36.5
2010,Shawnbrey McNeal,Southern Methodist (TX),RB,69.13,194,9.38,30.5,4.53,14,36
2010,Lonyae Miller,Frenso State (CA),RB,71.5,221,8.88,30.75,4.43,26,36.5
2010,Pat Paschall,North Dakota State,RB,71.63,209,9.25,32.63,4.65,15,38.5
2010,Charles Scott,Louisiana State,RB,71.38,238,9.5,33,4.68,,30.5
2010,C.J. Spiller,Clemson,RB,70.63,196,,,4.27,18,
2010,James Starks,Buffalo,RB,74.13,218,,,4.5,15,36
2010,Ben Tate,Auburn,RB,71,220,9,31.25,4.34,26,40.5
2010,Keith Toston,Oklahoma State,RB,71.75,213,9.25,32.75,4.66,22,32
2009,Kahlil Bell,UCLA,RB,70.75,212,,,4.74,15,34.5
2009,Andre Brown,North Carolina State,RB,72.13,224,,,4.37,24,37
2009,Donald Brown,Connecticut,RB,70.25,210,,,4.46,,41.5
2009,Glen Coffee,Alabama,RB,72.13,209,,,4.5,24,36
2009,James Davis,Clemson,RB,71,218,,,4.55,17,32
2009,Arian Foster,Tennessee,RB,72.75,226,,,4.68,23,
2009,Mike Goodson,Texas A&M,RB,71.88,208,,,4.46,14,39.5
2009,Shonn Greene,Iowa,RB,70.5,227,,,4.62,19,37
2009,Rashad Jennings,Liberty (VA),RB,73,231,,,4.59,29,34
2009,Gartrell Johnson,Colorado State,RB,70.25,219,,,4.75,20,34
2009,Ian Johnson,Boise State,RB,71.25,212,,,4.41,26,33
2009,Jeremiah Johnson,Oregon,RB,68.88,209,,,4.62,20,35
2009,Anthony Kimble,Stanford,RB,72.25,216,,,4.6,17,36
2009,Marlon Lucky,Nebraska,RB,71.38,216,,,4.5,18,33.5
2009,Knowshon Moreno,Georgia,RB,70.63,217,,,4.5,25,35.5
2009,Chris Ogbonnaya,Texas,RB,71.75,220,,,4.57,19,35
2009,Branden Ore,West Liberty (WV),RB,70.88,214,,,4.61,21,36
2009,Cedric Peerman,Virginia,RB,69.5,216,,,4.34,27,40
2009,Javon Ringer,Michigan State,RB,69.13,205,,,4.55,23,34
2009,Bernard Scott,Abilene Christian (TX),RB,70.25,200,,,4.44,21,36
2009,Kory Sheets,Purdue,RB,71.13,208,,,4.39,15,37
2009,Tyrell Sutton,Northwestern,RB,68,211,,,4.68,,33
2009,Chris Wells,Ohio State,RB,73,235,,,4.52,25,33.5
2009,Javarris Williams,Tennessee State,RB,70,223,,,4.51,25,33.5
2008,Anthony Alridge,Houston,RB,69,170,9,30.38,4.41,,30.5
2008,Yvenson Bernard,Oregon State,RB,68.38,204,9.75,29.25,4.87,,29.5
2008,Cory Boyd,South Carolina,RB,72.5,213,9.38,31.5,4.56,25,33.5
2008,Thomas Brown,Georgia,RB,68.38,204,10,31,4.56,25,36
2008,Jamaal Charles,Texas,RB,71,200,8.75,32.13,4.41,,30.5
2008,Tashard Choice,Georgia Tech,RB,70.5,215,9.25,30.75,4.5,20,34
2008,Matt Forte',Tulane (LA),RB,74,217,,,4.44,23,33
2008,BenJarvus Green-Ellis,Mississippi,RB,70.63,219,9,30.38,4.66,24,30.5
2008,Mike Hart,Michigan,RB,68.88,206,9.13,29.5,4.77,23,28
2008,Chris Johnson,East Carolina (NC),RB,71,197,8.5,30.75,4.3,,35
2008,Felix Jones,Arkansas,RB,70.13,207,8.38,32.38,4.5,,33.5
2008,Kregg Lumpkin,Georgia,RB,71.5,226,9.13,31.38,4.73,22,28
2008,Darren McFadden,Arkansas,RB,73.25,211,9.5,34.25,4.38,,33
2008,Kalvin McRae,Ohio,RB,69.13,203,9.75,30.88,4.76,,25.5
2008,Rashard Mendenhall,Illinois,RB,70.13,225,10.88,31.38,4.45,26,33.5
2008,Xavier Omon,Northwest Missouri State,RB,70.75,228,9.38,31.75,4.62,17,31
2008,Jalen Parmele,Toledo,RB,71.5,224,8.88,32.25,4.55,19,34
2008,Ray Rice,Rutgers,RB,68,199,9.25,30.25,4.46,23,31.5
2008,Dantrell Savage,Oklahoma State,RB,68.25,187,8.13,31,4.6,13,32.5
2008,Chad Simpson,Morgan State (MD),RB,68.63,216,9.25,30.5,4.43,,32.5
2008,Steve Slaton,West Virginia,RB,69.13,197,8.75,32.25,4.49,19,33.5
2008,Kevin Smith,Central Florida,RB,73.13,217,9.75,32.25,4.56,,32
2008,Jonathan Stewart,Oregon,RB,70.25,235,9.13,31.5,4.48,28,36.5
2008,Marcus Thomas,Texas-El Paso,RB,72.25,213,8.38,32.63,4.62,21,30
2008,Ryan Torain,Arizona State,RB,72.38,222,10,32.75,4.68,21,34
2007,Lorenzo Booker,Florida State,RB,70.38,191,9,31.75,4.5,26,35.5
2007,Ahmad Bradshaw,Marshall (WV),RB,69.5,198,8.5,31.5,4.61,,34
2007,Eldra Buckley,Tennessee-Chattanooga,RB,69.5,202,9,30.38,4.61,14,35.5
2007,Thomas Clayton,Kansas State,RB,70.25,218,9.75,32.38,4.66,23,36.5
2007,Alonzo Coleman,Hampton (VA),RB,69.88,207,10,30.5,4.5,27,
2007,Jon Cornish,Kansas,RB,71.5,206,9.75,33,4.65,,34
2007,Kenneth Darby,Alabama,RB,70.38,211,9,30.5,4.76,19,30
