Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data
"Charter Communications, Inc.",MISSOURI,342641.421052632,Cable,120,5,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",MISSOURI,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",MISSOURI,342641.421052632,Cable,100,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEVADA,342641.421052631,Cable,300,5,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEVADA,342641.421052631,Cable,100,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEVADA,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052633,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,3,1,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052633,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NEW YORK,171320.710526316,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NEW YORK,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",NORTH CAROLINA,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",OHIO,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OREGON,342641.421052631,Cable,30,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",OREGON,342641.421052631,Cable,100,5,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",OREGON,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",SOUTH CAROLINA,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",SOUTH CAROLINA,342641.421052632,Cable,300,5,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",SOUTH CAROLINA,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",SOUTH CAROLINA,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",SOUTH CAROLINA,342641.421052632,Cable,100,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TENNESSEE,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TENNESSEE,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TENNESSEE,342641.421052631,Cable,100,5,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TENNESSEE,342641.421052632,Cable,100,5,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TENNESSEE,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TENNESSEE,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,30,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,100,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,120,10,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",TEXAS,342641.421052632,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",VIRGINIA,342641.421052631,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",VIRGINIA,342641.421052631,Cable,100,10,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",VIRGINIA,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052631,Cable,100,5,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052632,Cable,300,20,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052632,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052631,Cable,100,5,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",WISCONSIN,342641.421052632,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
"Charter Communications, Inc.",WYOMING,342641.421052631,Cable,60,5,Unlimited,64.99,0,0,64.99,0,Yes
"Charter Communications, Inc.",WYOMING,342641.421052631,Cable,100,5,Unlimited,104.99,0,0,104.99,0,Yes
"Charter Communications, Inc.",WYOMING,342641.421052631,Cable,30,4,Unlimited,14.99,0,0,14.99,0,Yes
Cincinnati Bell Extended Territories LLC,OHIO,321879.349697312,DSL,5,0.768,Unlimited,41.99,0,0,41.99,0,Yes
Cincinnati Bell Extended Territories LLC,OHIO,173319.011471036,DSL,5,0.768,Unlimited,41.99,0,0,41.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,FTTH,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,1674.24838542174,FTTH,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,FTTH,30,3,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,200,75,Unlimited,79.99,0,0,79.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,100,20,Unlimited,74.99,0,0,74.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,FTTH,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,DSL,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,23439.4773959044,FTTH,100,20,Unlimited,74.99,0,0,74.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,1000,250,Unlimited,114.99,0,0,114.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,DSL,5,0.768,Unlimited,41.99,0,0,41.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,DSL,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,DSL,30,3,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,300,75,Unlimited,94.99,0,0,94.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,DSL,5,0.768,Unlimited,41.99,0,0,41.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,5960.96541006265,FTTH,50,10,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,1674.24838542174,DSL,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,23439.4773959044,FTTH,1000,250,Unlimited,114.99,0,0,114.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,1000,250,Unlimited,114.99,0,0,114.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,FTTH,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,5960.96541006264,FTTH,50,10,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,300,75,Unlimited,94.99,0,0,94.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,DSL,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,1674.24838542174,FTTH,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,1674.24838542174,DSL,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,1674.24838542174,FTTH,30,3,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,1674.24838542174,DSL,30,3,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,DSL,30,3,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,FTTH,30,3,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,100,20,Unlimited,74.99,0,0,74.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,100,20,Unlimited,74.99,0,0,74.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,1000,250,Unlimited,114.99,0,0,114.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,DSL,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,FTTH,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,23439.4773959044,DSL,5,0.768,Unlimited,41.99,0,0,41.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,3348.49677084349,FTTH,50,10,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,23439.4773959044,FTTH,200,75,Unlimited,79.99,0,0,79.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,FTTH,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,FTTH,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,23439.4773959044,FTTH,300,75,Unlimited,94.99,0,0,94.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,200,75,Unlimited,79.99,0,0,79.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,DSL,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,DSL,30,3,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,DSL,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,200,75,Unlimited,79.99,0,0,79.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,2980.48270503132,FTTH,30,3,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,5960.96541006264,FTTH,50,10,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,FTTH,300,75,Unlimited,94.99,0,0,94.99,0,Yes
Cincinnati Bell Telephone Company LLC,KENTUCKY,41726.7578704385,DSL,5,0.768,Unlimited,41.99,0,0,41.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,41726.7578704385,FTTH,1000,250,Unlimited,114.99,0,0,114.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,2980.48270503132,DSL,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,41726.7578704385,FTTH,100,20,Unlimited,74.99,0,0,74.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,41726.7578704386,FTTH,100,20,Unlimited,74.99,0,0,74.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,41726.7578704385,FTTH,1000,250,Unlimited,114.99,0,0,114.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,2980.48270503132,FTTH,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,2980.48270503132,FTTH,30,3,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,2980.48270503132,FTTH,20,2,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,41726.7578704385,FTTH,200,75,Unlimited,79.99,0,0,79.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,2980.48270503133,FTTH,10,1,Unlimited,54.99,0,0,54.99,0,Yes
Cincinnati Bell Telephone Company LLC,OHIO,41726.7578704385,FTTH,300,75,Unlimited,94.99,0,0,94.99,0,Yes
